Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,plx,e_plx,pmRA*,pmDE,logt,e_logt,N,Ref
ESO_368_14       ,116.76,-32.954,248.2,-3.935,0.283,0.019,-1.915,3.685,6.24,0.144,37,Cantat-Gaudin et al. 2018
ESO_371_25       ,133.249,-35.471,258.005,5.858,0.152,0.063,-2.384,1.791,9.18,0.211,61,Cantat-Gaudin et al. 2018
Gulliver_1       ,161.574,-57.025,286.506,1.801,0.342,0.021,-7.937,3.609,9.04,0.208,107,Cantat-Gaudin et al. 2018
Gulliver_10      ,123.033,-38.641,255.717,-2.579,1.707,0.043,-4.417,5.001,6.82,0.157,44,Cantat-Gaudin et al. 2018
Gulliver_13      ,104.868,-13.238,225.639,-4.246,0.642,0.03,-2.93,0.305,8.76,0.201,78,Cantat-Gaudin et al. 2018
Gulliver_14      ,259.914,-36.755,350.478,0.294,0.752,0.034,-3.771,-4.773,8.34,0.192,39,Cantat-Gaudin et al. 2018
Gulliver_18      ,302.923,26.517,65.522,-3.992,0.624,0.031,-3.195,-5.651,7.72,0.178,204,Cantat-Gaudin et al. 2018
Gulliver_20      ,273.7,11.105,38.837,13.11,2.361,0.044,1.035,-6.541,8.16,0.188,55,Cantat-Gaudin et al. 2018
Gulliver_21      ,106.96,-25.443,237.502,-7.957,1.536,0.029,-1.903,4.224,8.22,0.189,126,Cantat-Gaudin et al. 2018
Gulliver_23      ,304.255,38.049,75.756,1.454,0.255,0.02,-2.447,-4.495,8.42,0.194,150,Cantat-Gaudin et al. 2018
Gulliver_24      ,1.162,62.84,117.622,0.452,0.652,0.031,-3.235,-1.611,8.5,0.196,86,Cantat-Gaudin et al. 2018
Gulliver_27      ,146.081,-54.116,277.644,-0.698,0.343,0.02,-4.66,3.461,8.44,0.194,65,Cantat-Gaudin et al. 2018
Gulliver_28      ,293.644,18.035,53.831,-0.983,1.564,0.033,-4.426,-3.442,8.7,0.2,68,Cantat-Gaudin et al. 2018
Gulliver_29      ,256.772,-35.211,350.238,3.256,0.915,0.034,1.283,-2.224,7.1,0.163,440,Cantat-Gaudin et al. 2018
Gulliver_30      ,313.649,45.99,86.284,0.655,0.443,0.025,-2.521,-3.695,7.04,0.162,63,Cantat-Gaudin et al. 2018
Gulliver_31      ,301.911,38.24,74.903,3.099,0.385,0.021,-1.455,-3.164,7.72,0.178,54,Cantat-Gaudin et al. 2018
Gulliver_32      ,98.38,7.499,204.221,-0.539,0.578,0.03,-0.947,2.302,8.76,0.201,39,Cantat-Gaudin et al. 2018
Gulliver_34      ,167.714,-59.164,290.349,1.228,0.218,0.017,-6.228,2.434,8.68,0.2,31,Cantat-Gaudin et al. 2018
Gulliver_35      ,150.36,-58.2,282.058,-2.393,0.432,0.021,-6.948,4.016,8.06,0.185,34,Cantat-Gaudin et al. 2018
Gulliver_36      ,123.215,-35.135,252.868,-0.53,0.743,0.025,-0.227,0.654,8.84,0.203,101,Cantat-Gaudin et al. 2018
Gulliver_37      ,292.087,25.336,59.542,3.792,0.656,0.024,-0.78,-3.717,8.24,0.19,59,Cantat-Gaudin et al. 2018
Gulliver_38      ,300.811,34.432,71.208,1.809,0.409,0.025,-0.903,-2.602,8.76,0.201,111,Cantat-Gaudin et al. 2018
Gulliver_39      ,163.691,-58.049,287.981,1.395,0.361,0.024,-4.465,1.263,8.7,0.2,42,Cantat-Gaudin et al. 2018
Gulliver_4       ,122.173,-37.491,254.383,-2.521,0.326,0.02,-2.897,3.062,8.56,0.197,64,Cantat-Gaudin et al. 2018
Gulliver_42      ,303.954,37.863,75.469,1.547,0.241,0.017,-2.784,-5.423,8.4,0.193,83,Cantat-Gaudin et al. 2018
Gulliver_43      ,296.278,24.568,60.725,0.1,0.342,0.021,-2.931,-5.779,8.02,0.184,79,Cantat-Gaudin et al. 2018
Gulliver_44      ,127.213,-38.085,257.118,0.435,0.806,0.033,-0.627,2.342,8.56,0.197,153,Cantat-Gaudin et al. 2018
Gulliver_45      ,104.614,3.112,210.959,2.978,0.303,0.082,-0.75,2.492,9.46,0.218,50,Cantat-Gaudin et al. 2018
Gulliver_48      ,316.356,50.741,91.048,2.421,1.072,0.036,-4.765,-6.733,8.02,0.184,104,Cantat-Gaudin et al. 2018
Gulliver_51      ,30.343,63.795,130.56,1.964,0.666,0.024,-4.955,-0.206,8.36,0.192,41,Cantat-Gaudin et al. 2018
Gulliver_52      ,161.756,-59.518,287.74,-0.367,0.41,0.023,-4.739,1.49,8.16,0.188,62,Cantat-Gaudin et al. 2018
Gulliver_54      ,81.282,33.684,173.641,-1.115,0.811,0.037,-0.631,-7.312,8.4,0.193,35,Cantat-Gaudin et al. 2018
Gulliver_55      ,297.832,18.648,56.337,-4.133,0.351,0.022,-2.038,-2.522,8.6,0.198,34,Cantat-Gaudin et al. 2018
Gulliver_57      ,141.219,-48.088,271.329,1.697,0.736,0.032,-6.704,4.144,8.76,0.201,106,Cantat-Gaudin et al. 2018
Gulliver_58      ,191.512,-61.966,302.299,0.899,0.416,0.028,-3.636,-0.37,8.34,0.192,205,Cantat-Gaudin et al. 2018
Gulliver_6       ,83.287,-1.635,205.235,-18.121,2.411,0.062,-0.025,-0.182,7.1,0.163,343,Cantat-Gaudin et al. 2018
Gulliver_7       ,141.751,-55.128,276.465,-3.131,0.237,0.024,-3.553,3.114,7.94,0.183,90,Cantat-Gaudin et al. 2018
Gulliver_9       ,126.751,-47.865,264.894,-5.53,2.01,0.048,-5.995,6.97,7.26,0.167,265,Cantat-Gaudin et al. 2018
Juchert_10       ,220.068,-60.375,315.995,-0.293,0.346,0.023,-5.026,-2.74,8.34,0.192,157,Cantat-Gaudin et al. 2018
RSG_1            ,75.524,37.45,167.844,-2.701,3.035,0.048,0.74,-12.421,7.98,0.184,99,Cantat-Gaudin et al. 2018
RSG_5            ,303.617,45.569,81.768,6.019,2.976,0.043,3.623,1.548,7.78,0.179,173,Cantat-Gaudin et al. 2018
RSG_7            ,344.36,59.418,108.888,-0.305,2.328,0.045,5.081,-1.682,7.52,0.173,133,Cantat-Gaudin et al. 2018
RSG_8            ,345.009,59.355,109.161,-0.499,2.212,0.045,5.379,-1.569,7.52,0.173,211,Cantat-Gaudin et al. 2018
Dutra_Bica_10    ,267.577,-28.889,0.57,-0.854,0.459,0.03,-0.416,-1.374,9.32,0.214,20,Dias et al. 2002
Teutsch_127      ,334.761,56.124,102.814,-0.677,0.45,0.026,-3.292,-2.701,6.7,      ,14,Dias et al. 2002
Dutra_Bica_12    ,267.568,-28.859,0.592,-0.832,0.401,0.03,-0.244,-2.087,9.98,0.23,18,Dias et al. 2002
Dutra_Bica_11    ,267.596,-28.881,0.586,-0.864,0.404,0.031,-0.597,-1.233,8.9,0.205,16,Dias et al. 2002
FSR_0856         ,92.229,26.265,184.899,3.127,0.254,0.023,0.209,-0.601,7.4,0.17,11,Dias et al. 2002
BH_245           ,266.568,-29.704,359.418,-0.52,0.325,0.028,-0.436,-2.306,7.17,      ,13,Dias et al. 2002
FSR_0505         ,10.017,61.601,121.58,-1.241,0.461,0.028,-2.57,-1.284,9.54,0.219,16,Dias et al. 2002
BH_78            ,145.927,-56.554,279.162,-2.609,0.452,0.025,-5.364,3.817,8.6,      ,12,Dias et al. 2002
BH_73            ,142.978,-50.213,273.629,0.951,0.449,0.031,-5.12,3.517,9.1,      ,18,Dias et al. 2002
BH_144           ,198.767,-65.917,305.343,-3.156,0.378,0.033,-5.756,-0.836,8.9,      ,13,Dias et al. 2002
ESO_277_04       ,250.107,-43.744,340.37,1.866,0.461,0.033,-0.406,-2.048,8.72,      ,11,Dias et al. 2002
Dutra_Bica_28    ,268.376,-28.347,1.395,-1.181,0.515,0.032,-0.448,-1.817,8.4,      ,27,Dias et al. 2002
ESO_522_16       ,274.771,-27.132,5.213,-5.538,0.114,0.048,-4.147,-5.333,8.88,0.204,37,Dias et al. 2002
FSR_0696         ,74.645,47.993,159.137,3.282,0.311,0.021,0.047,-1.364,6.82,0.157,14,Dias et al. 2002
Moffat_2         ,258.621,-39.772,347.429,-0.624,0.434,0.029,-1.228,-2.916,6.5,0.149,18,Dias et al. 2002
Majaess_9        ,5.313,63.328,119.552,0.655,0.389,0.029,-2.402,-0.707,7.5,0.172,16,Dias et al. 2002
BH_58            ,137.557,-56.267,275.624,-5.617,0.312,0.016,-4.12,3.949,9.58,0.22,24,Dias et al. 2002
Juchert_12       ,110.242,-22.868,236.565,-4.119,0.729,0.035,-1.519,1.527,6.04,0.139,12,Dias et al. 2002
ESO_211_09       ,139.195,-50.287,271.951,-0.793,0.635,0.026,-5.892,4.972,8.74,0.201,10,Dias et al. 2002
BH_222           ,259.698,-38.287,349.125,-0.445,0.381,0.03,-1.192,-2.458,7.78,      ,27,Dias et al. 2002
ESO_312_04       ,126.722,-41.25,259.469,-1.717,0.331,0.025,-2.82,3.577,8.48,0.195,17,Dias et al. 2002
Ivanov_2         ,93.959,14.272,196.204,-1.205,0.646,0.022,0.408,-1.177,8.42,0.194,13,Dias et al. 2002
ESO_370_13       ,126.786,-34.713,254.178,2.123,0.369,0.021,-2.483,3.279,9.16,0.211,16,Dias et al. 2002
BH_118           ,170.757,-58.55,291.601,2.363,0.093,0.031,-4.723,1.439,8.6,      ,19,Dias et al. 2002
Majaess_30       ,41.152,60.999,136.219,1.081,0.506,0.025,-0.191,0.071,6.7,0.154,13,Dias et al. 2002
Teutsch_1        ,84.875,33.345,175.562,1.209,0.269,0.022,0.422,-1.449,6.7,0.154,12,Dias et al. 2002
Majaess_209      ,309.339,47.23,85.406,3.742,0.72,0.024,-1.597,-3.451,8.88,0.204,13,Dias et al. 2002
BH_55            ,134.044,-39.518,261.528,3.747,0.297,0.02,-4.077,3.428,9.08,0.209,18,Dias et al. 2002
ESO_393_12       ,264.671,-35.656,353.516,-2.296,0.452,0.029,-0.113,-1.858,10.1,      ,28,Dias et al. 2002
BH_72            ,142.843,-53.048,275.499,-1.181,0.214,0.015,-4.33,3.401,9.1,      ,26,Dias et al. 2002
Dutra_Bica_50    ,264.045,-32.401,355.986,-0.114,0.594,0.037,-0.518,-1.816,8.4,0.193,12,Dias et al. 2002
Alessi_52        ,183.26,-62.711,298.547,-0.166,0.29,0.018,-6.351,0.544,9.15,      ,18,Dias et al. 2002
Andrews_Lindsay_5,281.077,-4.932,27.731,-0.666,0.323,0.027,-1.083,-3.559,6,      ,44,Dias et al. 2002
FSR_0814         ,84.211,31.212,177.064,-0.407,0.589,0.039,0.805,-3.643,6.78,0.156,25,Dias et al. 2002
ESO_313_03       ,127.91,-41.79,260.429,-1.312,0.539,0.023,-3.382,3.424,6.22,0.143,16,Dias et al. 2002
Dol_Dzim_10      ,301.449,40.526,76.645,4.625,0.282,0.021,-2.756,-4.669,9,      ,22,Dias et al. 2002
FSR_0647         ,59.779,57.228,146.257,3.116,0.35,0.023,0.175,0.195,6.46,0.149,11,Dias et al. 2002
ESO_589_26       ,270.556,-21.919,7.947,0.327,0.362,0.029,-0.163,-2.502,6.5,      ,28,Dias et al. 2002
Kronberger_23    ,346.511,60.261,110.214,0.018,0.405,0.023,-3.133,-2.139,8,      ,13,Dias et al. 2002
FSR_0828         ,88.083,29.905,179.922,1.752,0.187,0.044,0.008,-1.601,9.08,0.209,17,Dias et al. 2002
NGC_358          ,16.307,62.019,124.549,-0.809,0.325,0.024,-1.897,-0.547,6.12,0.141,15,Dias et al. 2002
ESO_371_25       ,133.249,-35.474,258.007,5.856,0.33,0.026,-2.503,2.12,9.2,0.212,14,Dias et al. 2002
Majaess_95       ,124.47,-35.876,254.052,-0.093,0.363,0.021,-2.895,3.084,8.6,0.198,26,Dias et al. 2002
BH_19            ,121.759,-32.348,249.872,-0.025,0.32,0.022,-2.73,3.264,8.88,0.204,16,Dias et al. 2002
NGC_2645         ,129.772,-46.237,264.794,-2.905,0.546,0.018,-5.865,5.18,7.1,0.163,34,Dias et al. 2002
BH_106           ,163.172,-54.242,286.051,4.691,0.352,0.023,-5.632,2.041,8,      ,24,Dias et al. 2002
ESO_429_02       ,113.357,-28.184,242.593,-4.154,0.367,0.021,-2.792,3.837,6.92,0.159,14,Dias et al. 2002
BH_87            ,151.09,-55.423,280.719,0.072,0.456,0.026,-6.017,3.134,8.4,      ,30,Dias et al. 2002
Dol_Dzim_11      ,312.75,35.946,78.116,-5.244,0.326,0.019,-2.338,-3.788,9.3,      ,14,Dias et al. 2002
ESO_494_09       ,119.816,-27.58,244.939,1.086,0.468,0.027,-3,2.832,8.84,0.203,29,Dias et al. 2002
BH_75            ,143.708,-54.7,276.994,-2.05,0.411,0.02,-4.647,3.45,8.25,      ,29,Dias et al. 2002
ESO_332_11       ,254.002,-40.786,344.49,1.568,0.582,0.031,-0.843,-1.951,7.1,      ,26,Dias et al. 2002
Majaess_8        ,4.183,64.51,119.208,1.889,0.358,0.027,-2.309,-0.497,9.24,0.213,15,Dias et al. 2002
Hogg_5           ,151.59,-60.383,283.865,-3.774,0.278,0.017,-5.412,3.356,8.2,      ,48,Dias et al. 2002
ESO_521_38       ,272.356,-24.531,6.476,-2.391,0.803,0.034,0.368,-1.757,8.1,      ,17,Dias et al. 2002
Bica_1           ,308.29,41.227,80.144,0.749,0.568,0.022,-2.713,-4.423,6.6,      ,22,Dias et al. 2002
Dutra_Bica_83    ,88.013,27.39,182.055,0.418,0.966,0.05,2.504,-2.936,7.18,0.165,12,Dias et al. 2002
Turner_4         ,274.279,-18.702,12.452,-1.171,0.421,0.031,-0.65,-2.173,7,      ,37,Dias et al. 2002
IC_2156          ,91.213,24.154,186.298,1.298,0.463,0.026,0.77,-2.683,7.92,0.182,20,Dias et al. 2002
Majaess_133      ,164.668,-61.187,289.768,-1.231,0.209,0.015,-5.681,2.281,6.48,0.149,54,Dias et al. 2002
ESO_226_06       ,246.059,-51.146,333.093,-1.183,0.397,0.026,-2.285,-3.359,8.475,      ,33,Dias et al. 2002
Collinder_232    ,161.155,-59.554,287.487,-0.54,0.398,0.019,-6.657,2.111,6.3,      ,39,Dias et al. 2002
Majaess_190      ,272.076,-22.071,8.505,-0.976,0.855,0.029,0.419,-2.362,7,0.161,14,Dias et al. 2002
Majaess_135      ,164.885,-59.002,288.951,0.798,0.395,0.025,-6.686,2.497,6.72,0.155,56,Dias et al. 2002
ESO_166_04       ,137.621,-53.886,273.895,-3.973,0.239,0.016,-4.508,3.909,9.12,0.21,30,Dias et al. 2002
ESO_429_13       ,115.279,-30.746,245.652,-3.934,0.302,0.021,-1.573,2.691,9.02,0.207,19,Dias et al. 2002
Dutra_Bica_84    ,92.383,24.929,186.138,2.605,0.5,0.027,-0.116,-2.215,6.02,0.138,13,Dias et al. 2002
Stock_19         ,1.17,56.086,116.403,-6.191,0.591,0.031,-2.084,-1.895,7.1,0.163,22,Dias et al. 2002
ESO_134_12       ,221.203,-59.157,317.02,0.578,0.442,0.03,-5.125,-3.143,8.9,      ,34,Dias et al. 2002
BH_66            ,141.328,-54.722,276.008,-3.009,0.189,0.016,-4.055,3.614,8.76,0.201,31,Dias et al. 2002
ESO_332_13       ,254.17,-40.586,344.726,1.594,0.585,0.027,-0.146,-1.275,6.82,      ,16,Dias et al. 2002
NGC_6595         ,274.274,-19.872,11.42,-1.722,0.862,0.035,0.109,-1.814,8.65,      ,19,Dias et al. 2002
ESO_129_32       ,176.031,-61.089,294.885,0.727,0.261,0.021,-7.165,1.428,8.6,      ,31,Dias et al. 2002
ESO_313_11       ,130.938,-37.715,258.591,3.006,0.35,0.023,-3.403,3.414,9.34,0.215,42,Dias et al. 2002
BH_67            ,141.707,-51.27,273.77,-0.369,0.408,0.022,-4.745,3.808,8.84,0.203,43,Dias et al. 2002
Mayer_3          ,112.528,-18.528,233.751,-0.182,0.392,0.026,-2.409,2.683,7.72,0.178,19,Dias et al. 2002
BH_88            ,151.609,-51.557,278.686,3.376,0.541,0.022,-6.14,3.614,8.1,      ,15,Dias et al. 2002
BH_84            ,150.336,-58.212,282.055,-2.411,0.428,0.018,-6.709,3.892,8.75,      ,20,Dias et al. 2002
BH_54            ,132.422,-44.359,264.477,-0.279,0.427,0.015,-4.856,5.285,5.96,0.137,14,Dias et al. 2002
ESO_265_01       ,165.25,-45.358,283.384,13.28,0.472,0.028,-5.912,0.991,9.35,      ,15,Dias et al. 2002
BH_205           ,254.047,-40.665,344.606,1.617,0.571,0.028,-0.223,-1.259,7.12,      ,27,Dias et al. 2002
BH_90            ,153.046,-58.066,283.129,-1.454,0.383,0.022,-5.432,2.387,7.943,      ,34,Dias et al. 2002
ESO_461_38       ,301.224,-30.353,11.241,-28.19,0.686,0.037,0.032,-6.145,8.975,      ,17,Dias et al. 2002
BH_132           ,186.74,-64.066,300.259,-1.321,0.384,0.023,-6.378,-0.226,9.4,      ,42,Dias et al. 2002
NGC_7011         ,315.456,47.352,88.125,0.605,0.428,0.025,-3.544,-4.739,8.6,      ,21,Dias et al. 2002
ESO_522_05       ,273.206,-24.366,6.993,-2.991,0.719,0.03,1.724,-1.367,9.5,      ,13,Dias et al. 2002
Dol_Dzim_3       ,83.438,26.479,180.687,-3.531,0.473,0.027,0.685,-1.318,9.24,0.213,16,Dias et al. 2002
FSR_0453         ,356.877,63.223,115.804,1.239,0.337,0.018,-2.704,-1.302,6.16,0.142,15,Dias et al. 2002
S1               ,27.727,61.083,130.06,-0.963,0.336,0.023,-1.032,-0.416,6.66,0.153,42,Dias et al. 2002
ESO_518_03       ,251.777,-25.805,355.072,12.425,0.594,0.028,2.746,-2.579,9.17,      ,24,Dias et al. 2002
BH_217           ,259.072,-40.827,346.772,-1.517,0.352,0.029,-0.705,-1.881,7.7,      ,45,Dias et al. 2002
ESO_062_08       ,155.447,-69.322,290.342,-10.195,0.313,0.023,-5.15,3.198,9.44,      ,20,Dias et al. 2002
ESO_131_09       ,187.387,-57.875,300.014,4.873,0.438,0.026,-6.087,0.704,7.35,      ,28,Dias et al. 2002
ESO_393_15       ,265.893,-34.216,355.269,-2.387,0.409,0.029,0.666,-0.57,9.15,      ,38,Dias et al. 2002
Juchert_Saloran_1,265.893,-34.216,355.269,-2.387,0.409,0.029,0.666,-0.57,6.74,0.155,38,Dias et al. 2002
ESO_129_19       ,170.306,-58.238,291.272,2.576,0.32,0.021,-6.39,2.117,9,      ,44,Dias et al. 2002
Ruprecht_70      ,132.263,-46.826,266.318,-1.924,0.247,0.016,-3.181,3.62,9.08,0.209,62,Dias et al. 2002
ESO_137_23       ,246.139,-61.733,325.509,-8.603,0.461,0.025,-3.884,-4.995,9.55,      ,41,Dias et al. 2002
BH_202           ,253.788,-40.948,344.262,1.593,0.574,0.033,-1.862,-3.847,8.05,      ,66,Dias et al. 2002
ESO_430_14       ,120.9,-31.423,248.699,-0.145,0.295,0.02,-2.218,2.792,8.44,0.194,45,Dias et al. 2002
BH_91            ,154.316,-58.694,284.033,-1.599,0.347,0.019,-5.525,3.12,8.21,      ,95,Dias et al. 2002
Bica_2           ,308.313,41.314,80.224,0.787,0.592,0.027,-2.648,-4.447,6.6,      ,51,Dias et al. 2002
Collinder_257    ,186.173,-60.889,299.683,1.814,0.362,0.025,-6.301,0.163,8.9,0.205,51,Dias et al. 2002
NGC_2982         ,145.511,-44.031,270.762,6.696,0.388,0.024,-4.879,3.154,8.3,      ,23,Dias et al. 2002
ESO_092_05       ,150.784,-64.746,286.172,-7.502,0.071,0.034,-3.225,2.475,9.3,      ,14,Dias et al. 2002
BH_200           ,150.816,-64.742,286.181,-7.491,0.386,0.022,-5.419,3.488,7.35,      ,19,Dias et al. 2002
Collinder_345    ,266.15,-33.864,355.681,-2.385,0.369,0.029,0.477,-1.101,9.06,0.208,33,Dias et al. 2002
ESO_092_18       ,153.741,-64.614,287.129,-6.657,0.215,0.015,-3.903,2.691,9.024,      ,32,Dias et al. 2002
Majaess_184      ,264.817,-31.154,357.391,0,0.571,0.034,0.066,-1.583,8.02,0.184,17,Dias et al. 2002
Majaess_211      ,318.306,46.37,88.717,-1.495,0.421,0.026,-2.425,-3.172,8.6,0.198,49,Dias et al. 2002
Basel_11a        ,109.281,-13.97,228.262,-0.773,0.713,0.03,-1.56,0.918,7.8,0.179,27,Dias et al. 2002
ESO_211_03       ,132.89,-50.245,269.231,-3.768,0.534,0.019,-4.648,4.461,8.7,0.2,25,Dias et al. 2002
Majaess_170      ,240.197,-51.717,330.039,0.902,0.466,0.035,-4,-4.899,8.78,0.202,12,Dias et al. 2002
Collinder_198    ,131.339,-31.755,254.088,6.943,0.486,0.024,-3.591,2.818,9.58,0.22,20,Dias et al. 2002
Harvard_5        ,186.808,-60.775,299.98,1.958,0.797,0.022,-7.029,-0.22,8.032,      ,26,Dias et al. 2002
Havlen_Moffat_1  ,259.724,-38.814,348.705,-0.764,0.336,0.026,-0.792,-2.435,6.6,      ,59,Dias et al. 2002
Dol_Dzim_2       ,80.979,11.467,192.241,-13.557,0.639,0.03,0.761,-2.045,8.42,0.194,16,Dias et al. 2002
BH_214           ,256.432,-36.658,348.914,2.609,0.453,0.027,-1.498,-3.186,7.7,      ,21,Dias et al. 2002
Ruprecht_169     ,269.845,-24.769,5.149,-0.518,0.396,0.027,-0.121,-1.715,9,      ,52,Dias et al. 2002
ESO_368_11       ,116.08,-34.625,249.374,-5.255,0.457,0.023,-0.846,2.295,8.46,0.195,34,Dias et al. 2002
BH_223           ,260.175,-35.884,351.312,0.619,0.586,0.028,-0.149,-1.73,7.14,      ,27,Dias et al. 2002
BH_52            ,131.622,-52.912,270.818,-6.055,0.864,0.018,-4.071,4.636,7.98,0.184,35,Dias et al. 2002
Markarian_6      ,37.41,60.685,134.67,0.071,1.442,0.021,-3.472,0.392,7.74,0.178,14,Dias et al. 2002
Pismis_Moreno_1  ,334.701,63.283,106.733,5.318,1.095,0.019,-2.195,-2.308,7.4,      ,15,Dias et al. 2002
Majaess_215      ,342.394,59.942,108.22,0.598,0.421,0.024,-2.683,-1.943,6.44,0.148,28,Dias et al. 2002
ESO_137_43       ,252.111,-61.758,327.384,-10.742,0.503,0.028,-1.673,-4.869,8.9,      ,38,Dias et al. 2002
Ruprecht_140     ,275.465,-33.21,31.076,-8.854,0.329,0.023,-2.599,-5.369,8.98,0.207,59,Dias et al. 2002
ESO_281_24       ,280,-44.187,351.296,-16.618,0.496,0.024,-0.104,-5.121,8.945,      ,25,Dias et al. 2002
ESO_524_01       ,284.145,-26.964,9.056,-12.977,0.293,0.016,-1.312,-5.638,9.5,      ,38,Dias et al. 2002
ESO_425_15       ,93.659,-29.379,236.379,-20.346,0.558,0.023,-0.106,2.756,9.56,0.22,18,Dias et al. 2002
ESO_065_03       ,192.909,-69.728,302.949,-6.857,0.352,0.023,-6.588,-0.626,8.75,      ,50,Dias et al. 2002
ESO_312_03       ,126.11,-41.286,259.233,-2.113,0.245,0.019,-3.399,4.076,8.44,0.194,34,Dias et al. 2002
ESO_275_01       ,238.773,-46.007,333.033,5.856,0.633,0.029,-0.236,-1.368,7.85,      ,48,Dias et al. 2002
ESO_525_08       ,291.813,-23.575,15.119,-18.018,0.465,0.028,0.417,-2.21,9,      ,25,Dias et al. 2002
FSR_1755         ,258.068,-38.47,348.232,0.488,0.684,0.038,-1.318,-3.095,9.18,0.211,36,Dias et al. 2002
Teutsch_12       ,96.418,13.607,197.914,0.586,0.295,0.025,-0.631,-1.05,8.98,0.207,32,Dias et al. 2002
C1331_622        ,203.55,-62.418,307.859,0.044,0.337,0.023,-6.297,-1.645,8.42,0.194,55,Dias et al. 2002
ESO_332_20       ,256.228,-38.318,347.493,1.735,0.549,0.033,-0.826,-2.288,8.05,      ,67,Dias et al. 2002
ESO_332_22       ,256.874,-40.833,345.786,-0.179,0.629,0.036,-0.936,-3.169,7.995,      ,17,Dias et al. 2002
ESO_260_17       ,136.212,-46.056,267.502,0.644,0.419,0.027,-4.107,3.776,6.06,0.139,29,Dias et al. 2002
ESO_561_05       ,119.837,-22.69,240.778,3.662,0.372,0.02,-2.165,2.2,8.84,0.203,64,Dias et al. 2002
Basel_11b        ,89.553,21.975,187.436,-1.108,0.551,0.025,1.158,-4.187,8.7,0.2,29,Dias et al. 2002
Dolidze_6        ,305.151,41.353,78.876,2.743,1.195,0.019,-1.439,-5.783,6.16,0.142,13,Dias et al. 2002
ESO_432_03       ,130.707,-27.874,250.645,8.877,0.407,0.023,-2.773,2.899,8.98,0.207,32,Dias et al. 2002
Collinder_416    ,302.902,26.542,65.533,-3.963,0.621,0.024,-3.206,-5.717,7.78,0.179,43,Dias et al. 2002
ESO_329_02       ,231.877,-41.054,332.068,12.824,0.494,0.031,-3.852,-3.603,9.3,      ,56,Dias et al. 2002
NGC_2394         ,112.156,7.098,210.776,11.479,0.537,0.029,-0.926,-1.031,8.24,0.19,45,Dias et al. 2002
Kharchenko_3     ,275.695,-14.634,16.679,-0.447,0.35,0.026,-0.548,-2.126,8,      ,85,Dias et al. 2002
Majaess_79       ,96.971,5.518,205.33,-2.696,0.816,0.035,0.092,-1.938,6.42,0.148,23,Dias et al. 2002
NGC_7071         ,321.674,47.924,91.434,-2.027,0.314,0.021,-3.07,-3.652,8.48,      ,65,Dias et al. 2002
NGC_6773         ,288.771,4.875,39.974,-3.014,0.503,0.034,-1.532,-4.304,8,      ,98,Dias et al. 2002
NGC_7352         ,339.929,57.396,105.896,-1.053,0.305,0.018,-2.754,-1.978,7.7,      ,61,Dias et al. 2002
NGC_1758         ,76.159,23.808,179.154,-10.475,1.125,0.024,3.079,-3.502,8.56,0.197,46,Dias et al. 2002
NGC_7394         ,342.582,52.131,104.785,-6.422,0.399,0.022,-2.568,-2.341,8.78,      ,69,Dias et al. 2002
ESO_392_13       ,261.721,-34.7,353.002,0.245,0.924,0.027,1.411,-2.85,7.95,      ,17,Dias et al. 2002
ESO_559_13       ,112.176,-20.816,235.602,-1.569,0.334,0.019,-2.073,3.113,8.5,0.196,11,Dias et al. 2002
NGC_2165         ,92.749,51.667,162.165,15.116,0.489,0.032,0.445,-2.596,7.86,0.181,26,Dias et al. 2002
Bochum_6         ,113.004,-19.418,234.748,-0.216,0.341,0.024,-2.293,2.689,6.84,0.157,64,Dias et al. 2002
ESO_427_32       ,106.555,-30.166,241.647,-10.343,0.384,0.024,-0.864,2.582,9.18,0.211,39,Dias et al. 2002
ESO_130_13       ,185.788,-59.652,299.361,3.023,0.387,0.023,-4.422,-0.388,9.1,      ,57,Dias et al. 2002
ESO_258_01       ,116.447,-46.724,260.204,-10.874,0.397,0.02,-2.053,4.174,9.48,0.218,41,Dias et al. 2002
ESO_261_03       ,137.853,-47.03,268.984,0.816,0.55,0.027,-5.179,3.936,8.52,0.196,43,Dias et al. 2002
NGC_2239         ,97.743,4.97,206.173,-2.267,0.627,0.033,-1.609,0.146,8.9,0.205,16,Dias et al. 2002
Sigma_Orionis    ,84.675,-2.597,206.808,-17.345,0.627,0.042,-0.721,0.136,9.54,0.219,10,Dias et al. 2002
BH_221           ,259.644,-32.325,353.981,3.017,0.905,0.034,2.035,-1.549,8.01,      ,31,Dias et al. 2002
ESO_130_06       ,181.949,-59.305,297.38,3.095,1.225,0.02,-11.304,-0.859,8.33,      ,30,Dias et al. 2002
ESO_008_06       ,223.756,-83.437,306.547,-21.451,0.413,0.023,-5.988,-4.549,9.3,      ,26,Dias et al. 2002
ESO_064_05       ,186.16,-68.464,300.465,-5.72,0.318,0.021,-6.391,0.209,7.885,      ,112,Dias et al. 2002
ESO_332_08       ,253.679,-40.734,344.377,1.79,0.594,0.027,-0.411,-1.383,8.17,      ,57,Dias et al. 2002
Ferrero_10       ,105.125,-3.004,216.638,0.644,0.429,0.023,-0.683,-0.103,8.18,0.188,53,Dias et al. 2002
Majaess_29       ,36.94,72.656,130.053,11.13,1.04,0.029,-1.152,-1.623,6.8,0.156,15,Dias et al. 2002
