Seq,Cluster,RA_ICRS,e_RA_ICRS,DE_ICRS,e_DE_ICRS,GLON,GLAT,plx,e_plx,u_plx,pmRA*,e_pmRA*,pmDE,e_pmDE,logt,e_logt,RV,s_RV,e_RV,o_RV,N,Ref,SimbadName
1428,Ruprecht_110     ,211.473,0.28,-67.468,0.089,309.991,-5.623,0.397,0.026,1,-6.203,0.271,-2.457,0.145,8.7,      ,       ,      ,     ,  ,112,MWSC                     ,Ruprecht 110             
1429,Loden_1194       ,211.51,0.171,-59.745,0.08,312.209,1.776,0.395,0.024,1,-5.403,0.276,-2.292,0.105,8.705,      ,       ,      ,     ,  ,47,MWSC                     ,Cl Loden 1194            
1430,NGC_5460         ,211.831,0.34,-48.27,0.224,315.748,12.704,1.37,0.036,1,-6.655,0.016,-3.399,0.014,8.3,      ,-6.22,0.38,0.32,6,153,Cantat-Gaudin et al. 2018,NGC 5460                 
1431,Loden_1225       ,212.327,0.171,-59.701,0.118,312.616,1.698,0.474,0.032,1,-5.503,0.136,-2.352,0.088,8.67,      ,       ,      ,     ,  ,154,MWSC                     ,Cl Loden 1225            
1432,ESO_097-15       ,213.852,0.149,-64.627,0.061,311.776,-3.207,0.345,0.022,1,-6.714,0.226,-2.832,0.255,8.25,      ,-49.31,9.73,1.27,3,59,MWSC                     ,ESO 097-15               
1433,ESO_021-06       ,213.955,0.433,-78.502,0.05,307.22,-16.339,0.371,0.028,1,-6.454,0.273,-3.923,0.24,9.5,      ,       ,      ,     ,  ,29,MWSC                     ,ESO 021-06               
1434,Loden_1282       ,213.96,0.119,-59.106,0.082,313.591,2.008,0.536,0.041,1,-7.939,0.254,-3.867,0.21,8.15,0.001,       ,      ,     ,  ,18,MWSC                     ,Cl Loden 1282            
1435,Ruprecht_167     ,215.154,0.288,-58.865,0.126,314.251,2.032,0.623,0.028,1,-8.242,0.013,-4.795,0.014,7.245,      ,-32.05,0.47,0.05,6,89,Cantat-Gaudin et al. 2018,Ruprecht 167             
1436,ESO_175-06       ,214.726,0.207,-56.886,0.105,314.701,3.974,0.451,0.029,1,-6.173,0.415,-2.602,0.213,8.6,      ,       ,      ,     ,  ,109,MWSC                     ,ESO 175-06               
1437,DBSB_88          ,214.902,0.102,-65.427,0.043,311.934,-4.108,1.107,0.014,1,-5.722,0.421,-2.822,0.322,7.85,      ,-27.49,      ,0.04,1,26,MWSC                     ,[DBS2003] 88             
1438,Lynga_2          ,216.031,0.193,-61.331,0.071,313.813,-0.433,1.051,0.03,1,-6.749,0.03,-4.679,0.032,8.43,0.06,       ,      ,     ,  ,36,MWSC                     ,Lynga 2                  
1439,DBSB_136         ,216.255,0.071,-60.392,0.029,314.246,0.408,0.531,0.039,1,-5.507,0.23,-2.885,0.146,6,      ,       ,      ,     ,  ,44,MWSC                     ,[DBS2003] 136            
1440,NGC_5593         ,216.438,0.114,-54.774,0.066,316.337,5.625,0.12,0.174,0,-5.815,0.127,-2.591,0.125,8.77,      ,       ,      ,     ,  ,15,MWSC                     ,NGC 5593                 
1441,NGC_5606         ,216.966,0.091,-59.624,0.044,314.853,0.997,0.41,0.021,1,-4.921,0.047,-2.8,0.046,7.35,      ,       ,      ,     ,  ,26,MWSC                     ,NGC 5606                 
1442,FSR_1680         ,217.151,0.115,-60.033,0.059,314.79,0.583,0.505,0.029,1,-5.25,0.185,-2.819,0.119,8.59,0.126,-30.04,      ,0.06,1,59,MWSC                     ,[FSR2007] 1680           
1443,FSR_1682         ,217.387,0.181,-58.721,0.088,315.385,1.759,0.405,0.026,1,-5.685,0.168,-2.888,0.135,9.16,0.035,       ,      ,     ,  ,74,MWSC                     ,[FSR2007] 1682           
1444,NGC_5617         ,217.422,0.141,-60.716,0.058,314.663,-0.102,0.429,0.025,1,-5.666,0.018,-3.155,0.021,8.25,      ,       ,      ,     ,  ,68,MWSC                     ,NGC 5617                 
1445,Loden_1378       ,217.535,0.113,-58.207,0.077,315.647,2.206,0.483,0.032,1,-5.119,0.166,-2.537,0.107,8.84,0.059,       ,      ,     ,  ,111,MWSC                     ,Cl Loden 1378            
1446,Pismis_19        ,217.654,0.091,-60.887,0.05,314.705,-0.303,0.302,0.025,1,-5.528,0.058,-3.365,0.074,9.015,0.049,       ,      ,     ,  ,63,MWSC                     ,Pismis 19                
1447,Trumpler_22      ,217.768,0.134,-61.175,0.051,314.649,-0.59,0.436,0.029,1,-5.235,0.07,-2.634,0.051,8.495,0.126,       ,      ,     ,  ,59,MWSC                     ,Trumpler 22              
1448,Turner_7         ,218.063,0.1,-56.875,0.057,316.411,3.335,0.595,0.057,1,-5.811,0.189,-2.713,0.167,9,      ,1.99,      ,0.03,1,152,MWSC                     ,Turner 7                 
1449,Loden_1339       ,218.394,0.071,-62.021,0.048,314.603,-1.486,0.468,0.025,1,-6.475,0.335,-3.353,0.211,8.09,      ,       ,      ,     ,  ,46,MWSC                     ,Cl Loden 1339            
1450,Hogg_17          ,218.504,0.118,-61.343,0.063,314.912,-0.881,0.444,0.028,1,-5.343,0.177,-3.011,0.115,8.15,      ,       ,      ,     ,  ,95,MWSC                     ,Hogg 17                  
1451,FSR_1688         ,218.672,0.095,-56.114,0.029,317.015,3.908,0.606,0.038,1,-4.801,0.497,-2.394,0.349,8.455,      ,       ,      ,     ,  ,47,MWSC                     ,[FSR2007] 1688           
1452,NGC_5662         ,218.764,0.458,-56.648,0.248,316.854,3.396,1.298,0.034,1,-6.495,0.01,-7.205,0.013,8.275,0.09,-7.45,1.24,0.08,8,255,Cantat-Gaudin et al. 2018,NGC 5662                 
1453,Ruprecht_111     ,218.991,0.102,-59.988,0.048,315.659,0.275,0.676,0.026,1,-7.344,0.029,-6.086,0.036,8.92,0.026,       ,      ,     ,  ,22,MWSC                     ,Ruprecht 111             
1454,Alessi_6         ,220.144,0.503,-66.153,0.183,313.663,-5.583,0.127,0.129,0,-5.529,0.07,-2.922,0.066,8.32,      ,       ,      ,     ,  ,98,MWSC                     ,Cl Alessi 6              
1455,FSR_1686         ,220.081,0.112,-60.37,0.054,316.003,-0.292,0.264,0.122,0,-5.074,0.086,-3.013,0.074,8.5,      ,       ,      ,     ,  ,36,MWSC                     ,[FSR2007] 1686           
1456,Loden_1373       ,220.379,0.183,-62.897,0.089,315.097,-2.655,0.432,0.032,1,-5.566,0.149,-3.429,0.168,7.95,      ,-41.32,1.69,0.16,2,113,MWSC                     ,Cl Loden 1373            
1457,NGC_5715         ,220.89,0.082,-57.571,0.035,317.538,2.086,0.471,0.023,1,-3.545,0.046,-2.291,0.024,8.97,0.028,-26.66,0.19,0.07,5,45,MWSC                     ,NGC 5715                 
1458,Loden_1375       ,221.04,0.151,-63.385,0.078,315.166,-3.223,0.452,0.034,1,-4.174,0.22,-2.753,0.131,7.9,      ,       ,      ,     ,  ,82,MWSC                     ,Cl Loden 1375            
1459,FSR_1678         ,221.168,0.172,-64.725,0.071,314.65,-4.461,0.442,0.026,1,-5.855,0.194,-3.275,0.202,9,      ,-18.72,0.07,0.02,3,103,MWSC                     ,[FSR2007] 1678           
1460,ESO_134-12       ,221.215,0.076,-59.144,0.052,317.031,0.587,0.505,0.038,1,-5.147,0.087,-3.141,0.099,8.9,      ,       ,      ,     ,  ,36,MWSC                     ,ESO 134-12               
1461,Loden_1409       ,221.163,0.274,-61.723,0.127,315.918,-1.74,0.394,0.034,1,-5.745,0.114,-3.402,0.088,8,      ,       ,      ,     ,  ,145,MWSC                     ,Cl Loden 1409            
1462,DBSB_89          ,221.261,0.068,-59.842,0.027,316.757,-0.055,0.555,0.04,1,-5.283,0.336,-3.671,0.308,6,      ,       ,      ,     ,  ,23,MWSC                     ,[DBS2003] 89             
1463,FSR_1689         ,221.749,0.122,-59.5,0.058,317.126,0.149,0.492,0.032,1,-5.369,0.191,-3.587,0.125,9.275,      ,       ,      ,     ,  ,20,MWSC                     ,[FSR2007] 1689           
1465,NGC_5749         ,222.195,0.134,-54.522,0.069,319.505,4.53,0.888,0.029,1,-2.837,0.179,-3.105,0.116,8,      ,       ,      ,     ,  ,20,MWSC                     ,NGC 5749                 
1466,Hogg_18          ,222.657,0.112,-52.276,0.042,320.749,6.424,0.552,0.025,1,-1.88,0.091,-2.3,0.037,7.95,      ,       ,      ,     ,  ,15,MWSC                     ,Hogg 18                  
1467,Teutsch_80       ,223.317,0.113,-60.487,0.048,317.395,-1.083,0.339,0.031,1,-5.696,0.111,-3.602,0.096,7.75,0.141,       ,      ,     ,  ,71,MWSC                     ,Teutsch 80               
1468,NGC_5764         ,223.382,0.093,-52.666,0.042,320.969,5.877,0.506,0.034,1,-3.423,0.046,-2.323,0.064,8.475,      ,       ,      ,     ,  ,46,MWSC                     ,NGC 5764                 
1469,Ruprecht_112     ,224.257,0.187,-62.556,0.09,316.846,-3.127,0.356,0.024,1,-4.439,0.005,-4.232,0.006,8.74,      ,-64.88,0.1,0.02,11,424,Cantat-Gaudin et al. 2018,Ruprecht 112             
1470,FSR_1685         ,224.334,0.1,-64.934,0.043,315.766,-5.248,0.547,0.031,1,-5.042,0.238,-3.97,0.304,9.25,0.072,-34.55,      ,0.11,1,52,MWSC                     ,[FSR2007] 1685           
1471,NGC_5800         ,225.438,0.107,-51.904,0.069,322.445,5.961,0.402,0.026,1,-5.057,0.193,-3.161,0.15,9.25,      ,-12.18,0.51,0.08,2,80,MWSC                     ,NGC 5800                 
1472,DBSB_92          ,225.929,0.1,-57.669,0.04,319.901,0.778,0.616,0.044,1,-5.524,0.318,-3.758,0.26,7.4,      ,       ,      ,     ,  ,22,MWSC                     ,[DBS2003] 92             
1473,NGC_5822         ,226.056,0.369,-54.377,0.213,321.566,3.619,1.206,0.025,1,-7.457,0.029,-5.485,0.032,8.84,0.013,-27.95,0.12,0.03,12,101,MWSC                     ,NGC 5822                 
1474,NGC_5823         ,226.385,0.085,-55.604,0.045,321.13,2.457,0.541,0.029,1,-3.697,0.021,-2.395,0.018,8.96,0.025,       ,      ,     ,  ,90,MWSC                     ,NGC 5823                 
1475,FSR_1697         ,226.684,0.063,-56.526,0.075,320.819,1.573,0.559,0.02,1,-5.117,0.307,-3.705,0.244,8.06,      ,       ,      ,     ,  ,37,MWSC                     ,[FSR2007] 1697           
1476,Loden_2115       ,226.948,0.15,-54.525,0.081,321.945,3.234,0.463,0.038,1,-5.04,0.24,-3.207,0.221,8.96,0.024,       ,      ,     ,  ,77,MWSC                     ,Cl Loden 2115            
1477,DBSB_140         ,227.527,0.082,-58.312,0.037,320.318,-0.2,0.373,0.028,1,-4.831,0.564,-3.447,0.509,7.3,      ,       ,      ,     ,  ,30,MWSC                     ,[DBS2003] 140            
1478,DBSB_139         ,227.546,0.075,-58.424,0.017,320.269,-0.302,0.612,0.044,1,-4.356,0.388,-3.527,0.264,7.5,      ,       ,      ,     ,  ,33,MWSC                     ,[DBS2003] 139            
1479,Loden_2045       ,227.657,0.137,-58.775,0.082,320.141,-0.634,0.474,0.033,1,-3.83,0.117,-3.126,0.075,6.8,      ,       ,      ,     ,  ,66,MWSC                     ,Cl Loden 2045            
1480,FSR_1720         ,227.891,0.091,-37.336,0.114,331.545,17.63,0.508,0.027,1,-4.814,0.212,-3.163,0.186,9.33,      ,-14.89,      ,0.32,1,13,MWSC                     ,[FSR2007] 1720           
1481,Pismis_20        ,228.845,0.063,-59.071,0.03,320.514,-1.204,0.315,0.023,1,-4.019,0.106,-3.069,0.085,7.5,      ,       ,      ,     ,  ,28,MWSC                     ,Pismis 20                
1482,Pismis_21        ,229.19,0.09,-59.652,0.049,320.358,-1.79,0.334,0.024,1,-4.282,0.09,-3.782,0.085,8.11,      ,       ,      ,     ,  ,42,MWSC                     ,Pismis 21                
1483,Lynga_3          ,229.198,0.103,-58.341,0.039,321.053,-0.678,0.346,0.02,1,-5.243,0.142,-4.008,0.123,8.915,      ,-35.49,0.51,0.07,2,84,MWSC                     ,Lynga 3                  
1484,DBSB_93          ,229.743,0.086,-56.655,0.042,322.196,0.594,0.65,0.05,1,-4.91,0.312,-3.706,0.231,8.2,      ,-20.34,      ,0.11,1,42,MWSC                     ,[DBS2003] 93             
1485,ASCC_79          ,229.547,0.529,-60.663,0.261,319.972,-2.743,0.358,0.025,1,-4.5,0.164,-3.881,0.155,6.95,      ,       ,      ,     ,  ,17,MWSC                     ,[KPR2005] 79             
1486,FSR_1698         ,230.259,0.098,-59.614,0.065,320.836,-2.047,0.483,0.023,1,-4.208,0.223,-3.582,0.166,8.56,      ,       ,      ,     ,  ,83,MWSC                     ,[FSR2007] 1698           
1487,ASCC_80          ,231.124,0.301,-60.115,0.159,320.926,-2.704,0.421,0.032,1,-4.782,0.109,-4.063,0.103,8.375,      ,       ,      ,     ,  ,123,MWSC                     ,[KPR2005] 80             
1488,FSR_1728         ,231.284,0.067,-35.644,0.066,334.91,17.511,0.511,0.042,1,-4.077,0.551,-3.917,0.539,8.9,      ,       ,      ,     ,  ,24,MWSC                     ,[FSR2007] 1728           
1489,FSR_1693         ,231.457,0.171,-64.829,0.07,318.428,-6.71,0.395,0.024,1,-4.943,0.176,-4.308,0.137,9.11,0.042,-22.82,4.54,0.5,5,81,MWSC                     ,[FSR2007] 1693           
1490,NGC_5925         ,231.906,0.102,-54.499,0.056,324.401,1.729,0.697,0.029,1,-4.31,0.033,-5.116,0.051,8.25,      ,-17.92,      ,0.14,1,53,MWSC                     ,NGC 5925                 
1491,DBSB_141         ,232.127,0.056,-56.376,0.03,323.449,0.106,0.549,0.045,1,-3.748,0.613,-3.207,0.379,6,      ,       ,      ,     ,  ,35,MWSC                     ,[DBS2003] 141            
1492,Alessi_8         ,232.493,0.429,-51.198,0.19,326.561,4.252,1.489,0.031,1,-5.958,0.028,-5.707,0.024,8.105,      ,-26.03,0.41,0.5,3,55,Cantat-Gaudin et al. 2018,Cl Alessi 8              
1493,Lynga_4          ,233.35,0.128,-55.26,0.084,324.65,0.63,0.48,0.032,1,-4.11,0.142,-3.547,0.112,8.55,      ,-50.86,0.61,0.06,3,111,MWSC                     ,Lynga 4                  
1494,Loden_2159       ,233.44,0.131,-58.127,0.067,323.032,-1.737,0.296,0.163,0,-4.233,0.089,-3.827,0.089,8.5,      ,-32.99,      ,0.14,1,137,MWSC                     ,Cl Loden 2159            
1495,Harvard_9        ,233.445,0.114,-53.664,0.045,325.619,1.9,0.537,0.037,1,-4.661,0.36,-3.598,0.315,8.25,      ,       ,      ,     ,  ,41,MWSC                     ,Harvard 9                
1496,Loden_2158       ,233.77,0.126,-58.284,0.068,323.082,-1.965,0.443,0.04,1,-4.734,0.115,-3.934,0.1,8.5,      ,       ,      ,     ,  ,70,MWSC                     ,Cl Loden 2158            
1497,FSR_1700         ,234.714,0.105,-59.253,0.065,322.906,-3.037,0.476,0.027,1,-4.317,0.243,-4.044,0.251,8.905,0.075,-9.83,      ,0.13,1,100,MWSC                     ,[FSR2007] 1700           
1498,Loden_2313       ,235.01,0.066,-52.406,0.094,327.121,2.363,0.565,0.055,1,-2.743,0.216,-2.264,0.267,8.29,      ,       ,      ,     ,  ,18,MWSC                     ,Cl Loden 2313            
1499,Lynga_5          ,235.459,0.079,-56.668,0.059,324.772,-1.203,0.337,0.025,1,-3.69,0.032,-3.534,0.042,8.975,      ,       ,      ,     ,  ,69,MWSC                     ,Lynga 5                  
1500,FSR_1703         ,235.46,0.103,-54.969,0.038,325.796,0.153,0.495,0.034,1,-3.045,0.439,-3.199,0.341,8.55,      ,-37.46,      ,0.13,1,47,MWSC                     ,[FSR2007] 1703           
1501,DBSB_94          ,235.591,0.065,-53.949,0.025,326.472,0.92,0.73,0.05,1,-3.828,0.485,-4.215,0.483,8.22,      ,       ,      ,     ,  ,20,MWSC                     ,[DBS2003] 94             
1502,Loden_2326       ,235.961,0.084,-52.482,0.061,327.538,1.953,0.58,0.042,1,-4.769,0.23,-4.245,0.255,8.83,      ,       ,      ,     ,  ,21,MWSC                     ,Cl Loden 2326            
1503,Johansson_1      ,236.484,0.191,-52.357,0.132,327.867,1.857,0.6,0.041,1,-4.282,0.118,-4.248,0.106,8.725,      ,       ,      ,     ,  ,26,MWSC                     ,Johansson 1              
1504,ASCC_81          ,236.715,0.14,-50.972,0.086,328.833,2.86,0.652,0.035,1,-3.94,0.274,-3.829,0.198,8.75,      ,       ,      ,     ,  ,109,MWSC                     ,[KPR2005] 81             
1505,ASCC_82          ,236.749,0.224,-64.41,0.111,320.52,-7.714,0.218,0.009,1,-4.488,0.201,-4.474,0.248,8.6,      ,       ,      ,     ,  ,65,MWSC                     ,[KPR2005] 82             
1506,FSR_1715         ,237.161,0.06,-50.198,0.034,329.537,3.292,0.561,0.263,0,-3.883,0.255,-4.236,0.174,8.485,      ,       ,      ,     ,  ,21,MWSC                     ,[FSR2007] 1715           
1507,FSR_1714         ,237.334,0.138,-50.555,0.072,329.4,2.944,0.358,0.208,0,-3.283,0.213,-1.474,0.189,8.5,      ,       ,      ,     ,  ,18,MWSC                     ,[FSR2007] 1714           
1508,Collinder_292    ,237.45,0.11,-57.622,0.062,325.039,-2.619,0.516,0.018,1,-2.47,0.047,-2.294,0.056,8.7,0.062,       ,      ,     ,  ,21,MWSC                     ,Collinder 292            
1509,ASCC_83          ,237.506,0.137,-52.809,0.085,328.074,1.117,0.58,0.029,1,-2.872,0.224,-3.511,0.161,8.1,      ,       ,      ,     ,  ,97,MWSC                     ,[KPR2005] 83             
1510,NGC_5999         ,238.027,0.079,-56.479,0.048,326.002,-1.927,0.353,0.02,1,-3.501,0.114,-4.069,0.132,8.6,0.095,       ,      ,     ,  ,30,MWSC                     ,NGC 5999                 
1511,FSR_1719         ,238.442,0.084,-49.502,0.033,330.618,3.312,0.486,0.037,1,-3.196,0.401,-3.071,0.327,9.4,      ,       ,      ,     ,  ,88,MWSC                     ,[FSR2007] 1719           
1512,FSR_1712         ,238.653,0.136,-52.47,0.09,328.828,0.94,0.661,0.042,1,-3.212,0.214,-3.654,0.161,8.6,      ,       ,      ,     ,  ,79,MWSC                     ,[FSR2007] 1712           
1513,ASCC_84          ,238.735,0.223,-60.734,0.077,323.572,-5.444,0.399,0.03,1,-4.58,0.14,-4.048,0.191,7.85,      ,       ,      ,     ,  ,44,MWSC                     ,[KPR2005] 84             
1514,FSR_1723         ,238.781,0.067,-46.003,0.041,333.04,5.856,0.642,0.035,1,-0.341,0.087,-1.403,0.048,8.77,0.116,       ,      ,     ,  ,27,MWSC                     ,[FSR2007] 1723           
1515,NGC_6005         ,238.952,0.091,-57.428,0.062,325.786,-2.98,0.342,0.019,1,-3.874,0.289,-3.574,0.255,9.06,0.015,7.11,      ,0.11,1,43,MWSC                     ,NGC 6005                 
1516,Ruprecht_113     ,239.339,0.436,-59.473,0.215,324.619,-4.674,0.132,0.159,0,-4.747,0.051,-4.483,0.058,8.345,0.215,       ,      ,     ,  ,151,MWSC                     ,Ruprecht 113             
1517,FSR_1709         ,239.336,0.134,-54.371,0.072,327.92,-0.779,0.392,0.027,1,-2.762,0.093,-3.32,0.085,8.5,      ,       ,      ,     ,  ,50,MWSC                     ,[FSR2007] 1709           
1518,ESO_389-05       ,239.464,0.057,-36.213,0.06,339.912,12.941,0.332,0.026,1,-2.422,0.263,-1.719,0.316,9.55,      ,-14.16,      ,1.01,1,28,MWSC                     ,ESO 389-05               
1519,Trumpler_23      ,240.232,0.11,-53.534,0.066,328.865,-0.486,0.377,0.025,1,-4.303,0.05,-4.771,0.028,8.96,0.03,-38.09,      ,0.18,1,35,MWSC                     ,Trumpler 23              
1520,Moffat_1         ,240.39,0.073,-54.127,0.047,328.546,-0.995,0.426,0.031,1,-3.566,0.212,-3.935,0.197,6.8,      ,       ,      ,     ,  ,60,MWSC                     ,Moffat 1                 
1521,NGC_6025         ,240.748,0.475,-60.437,0.224,324.52,-5.865,1.289,0.036,1,-2.968,0.012,-3.046,0.012,8.18,      ,15.01,0.25,0.11,6,326,Cantat-Gaudin et al. 2018,NGC 6025                 
1522,Lynga_6          ,241.202,0.07,-51.927,0.055,330.367,0.334,0.413,0.03,1,-1.965,0.082,-2.827,0.056,7.45,      ,       ,      ,     ,  ,60,MWSC                     ,Lynga 6                  
1523,DBSB_159         ,241.568,0.038,-50.744,0.042,331.326,1.063,0.435,0.034,1,-3.852,0.417,-4.32,0.342,6.62,      ,       ,      ,     ,  ,18,MWSC                     ,[DBS2003] 159            
1524,NGC_6031         ,241.921,0.115,-54.037,0.055,329.278,-1.524,0.492,0.032,1,-3.162,0.183,-3.872,0.152,8.195,0.024,       ,      ,     ,  ,89,MWSC                     ,NGC 6031                 
1525,FSR_1736         ,241.998,0.057,-39.376,0.039,339.254,9.254,0.384,0.03,1,-2.895,0.369,-3.208,0.236,9.7,      ,-93.23,13.31,1.79,2,55,MWSC                     ,[FSR2007] 1736           
1526,FSR_1716         ,242.718,0.136,-53.766,0.081,329.807,-1.642,0.435,0.04,1,-4.135,0.397,-4.331,0.342,9.225,      ,       ,      ,     ,  ,75,MWSC                     ,[FSR2007] 1716           
1527,DBSB_158         ,242.813,0.093,-51.515,0.046,331.382,-0.033,0.471,0.029,1,-3.394,0.106,-4.189,0.116,8.705,0.028,-13.5,      ,0.1,1,47,MWSC                     ,[DBS2003] 158            
1528,DBSB_144         ,243.034,0.053,-51.476,0.031,331.509,-0.099,0.387,0.028,1,-1.602,0.186,-2.854,0.203,6,      ,       ,      ,     ,  ,28,MWSC                     ,[DBS2003] 144            
1529,DBSB_156         ,243.053,0.057,-52.061,0.029,331.118,-0.534,0.49,0.037,1,-2.517,0.224,-3.339,0.196,7.3,      ,       ,      ,     ,  ,41,MWSC                     ,[DBS2003] 156            
1530,DBSB_157         ,243.092,0.093,-51.757,0.05,331.343,-0.329,0.434,0.031,1,-2.053,0.145,-2.63,0.122,7.95,      ,       ,      ,     ,  ,32,MWSC                     ,[DBS2003] 157            
